0 0
-1.9397e-06 0.0035387
-1.7492e-05 0.0071487
-6.0684e-05 0.010831
-0.0001401 0.014587
-0.00025474 0.018419
-0.00039334 0.022327
-0.00054123 0.026314
-0.00068423 0.03038
-0.00081401 0.034527
-0.00092643 0.038757
-0.0010207 0.043072
-0.0010963 0.047472
-0.0011536 0.051959
-0.0011938 0.056536
-0.0012198 0.061204
-0.0012359 0.065965
-0.0012456 0.070819
-0.0012517 0.07577
-0.0012551 0.080819
-0.0012559 0.085967
-0.0012541 0.091217
-0.0012506 0.09657
-0.0012468 0.10203
-0.0012433 0.10759
-0.0012398 0.11327
-0.0012351 0.11906
-0.0012288 0.12495
-0.0012214 0.13097
-0.0012148 0.1371
-0.0012111 0.14335
-0.0012108 0.14973
-0.0012128 0.15622
-0.0012155 0.16285
-0.0012177 0.1696
-0.0012185 0.17648
-0.0012175 0.18349
-0.0012146 0.19064
-0.0012097 0.19793
-0.0012033 0.20536
-0.0011963 0.21293
-0.0011895 0.22064
-0.001183 0.22851
-0.0011761 0.23652
-0.0011675 0.24468
-0.0011552 0.253
-0.001138 0.26148
-0.0011153 0.27012
-0.0010874 0.27892
-0.0010544 0.28789
-0.0010176 0.29702
-0.0009799 0.30633
-0.00094517 0.31581
-0.00091557 0.32547
-0.00088966 0.3353
-0.00086505 0.34533
-0.0008395 0.35553
-0.000811 0.36593
-0.00077971 0.37651
-0.00074788 0.3873
-0.00071726 0.39828
-0.0006874 0.40946
-0.00065623 0.42084
-0.00062273 0.43243
-0.00058852 0.44423
-0.00055599 0.45625
-0.00052523 0.46848
-0.00049568 0.48093
-0.00046694 0.49361
-0.00043568 0.50651
-0.00040081 0.51964
-0.0003663 0.53301
-0.00033452 0.54661
-0.00030383 0.56045
-0.00027264 0.57453
-0.00024173 0.58886
-0.00021234 0.60344
-0.00018476 0.61827
-0.00016043 0.63336
-0.00014146 0.64871
-0.0001275 0.66433
-0.00011592 0.6802
-0.00010391 0.69635
-9.0442e-05 0.71278
-7.6641e-05 0.72948
-6.3986e-05 0.74646
-5.2664e-05 0.76372
-4.2084e-05 0.78128
-3.218e-05 0.79912
-2.3366e-05 0.81726
-1.615e-05 0.83569
-1.1057e-05 0.85442
-8.0048e-06 0.87346
-6.1863e-06 0.89281
-4.9657e-06 0.91247
-4.1033e-06 0.93244
-3.3156e-06 0.95272
-2.3453e-06 0.97333
-1.0352e-06 0.99426
3.4021e-07 1.0155
1.4203e-06 1.0371
2.2447e-06 1.059
2.7232e-06 1.0813
2.5065e-06 1.1039
1.6628e-06 1.1268
6.9435e-07 1.1501
-7.0414e-08 1.1737
-6.334e-07 1.1977
-1.0553e-06 1.222
-1.3526e-06 1.2467
-1.5342e-06 1.2717
-1.6048e-06 1.2971
-1.5714e-06 1.3229
-1.4584e-06 1.349
-1.2967e-06 1.3755
-1.1146e-06 1.4023
-9.3928e-07 1.4295
-7.8969e-07 1.4571
-6.7228e-07 1.4851
-5.8305e-07 1.5134
-5.1151e-07 1.5421
-4.5221e-07 1.5712
-4.114e-07 1.6007
-3.9542e-07 1.6305
-3.9845e-07 1.6607
-4.0554e-07 1.6913
-4.0374e-07 1.7223
-3.9035e-07 1.7537
-3.6868e-07 1.7854
-3.3866e-07 1.8176
-2.9546e-07 1.8501
-2.331e-07 1.883
-1.4858e-07 1.9162
-4.4437e-08 1.9499
7.2694e-08 1.9839
1.8626e-07 2.0183
2.6488e-07 2.0531
2.8083e-07 2.0882
2.3456e-07 2.1238
1.5136e-07 2.1597
6.1507e-08 2.1959
-8.0542e-09 2.2326
-4.0025e-08 2.2696
-4.7042e-08 2.307
-7.1102e-08 2.3447
-1.3653e-07 2.3828
-2.1942e-07 2.4212
-2.7756e-07 2.46
-2.8552e-07 2.4991
-2.4058e-07 2.5386
-1.5671e-07 2.5785
-5.8509e-08 2.6186
2.541e-08 2.6591
7.4403e-08 2.6999
8.589e-08 2.7411
6.3543e-08 2.7825
8.3279e-09 2.8243
-5.8537e-08 2.8663
-9.5224e-08 2.9087
-8.4666e-08 2.9514
-6.3866e-08 2.9943
-9.0332e-08 3.0376
-1.7427e-07 3.0811
-2.5866e-07 3.1248
-2.7174e-07 3.1689
-1.9447e-07 3.2131
-7.7202e-08 3.2577
1.1118e-08 3.3025
4.9041e-08 3.3475
5.2355e-08 3.3927
2.433e-08 3.4381
-4.1074e-08 3.4838
-1.2617e-07 3.5296
-1.8925e-07 3.5756
-2.133e-07 3.6219
-2.2205e-07 3.6682
-2.3316e-07 3.7148
-2.3816e-07 3.7615
-2.4081e-07 3.8083
-2.4656e-07 3.8553
-2.3508e-07 3.9024
-2.0287e-07 3.9497
-1.6654e-07 3.997
-1.2931e-07 4.0444
-9.3253e-08 4.0919
-6.9268e-08 4.1395
-6.6207e-08 4.1872
-8.3235e-08 4.2349
-1.1024e-07 4.2826
-1.3899e-07 4.3304
-1.6834e-07 4.3782
-1.8954e-07 4.4261
