0 0
0.00040281 0.0035387
0.0016359 0.0071487
0.0036684 0.010831
0.0062965 0.014587
0.0091004 0.018419
0.011615 0.022327
0.013505 0.026314
0.01469 0.03038
0.015257 0.034527
0.015347 0.038757
0.015099 0.043072
0.014632 0.047472
0.014044 0.051959
0.01339 0.056536
0.012702 0.061204
0.012005 0.065965
0.011327 0.070819
0.010684 0.07577
0.010082 0.080819
0.0095261 0.085967
0.0090221 0.091217
0.0085671 0.09657
0.0081483 0.10203
0.0077527 0.10759
0.0073731 0.11327
0.0070094 0.11906
0.0066648 0.12495
0.0063381 0.13097
0.0060263 0.1371
0.0057334 0.14335
0.0054736 0.14973
0.0052596 0.15622
0.0050897 0.16285
0.0049483 0.1696
0.0048216 0.17648
0.0047073 0.18349
0.0046057 0.19064
0.004511 0.19793
0.0044137 0.20536
0.0043085 0.21293
0.004199 0.22064
0.0040925 0.22851
0.003992 0.23652
0.0038938 0.24468
0.00379 0.253
0.003677 0.26148
0.0035595 0.27012
0.0034449 0.27892
0.0033379 0.28789
0.00324 0.29702
0.0031471 0.30633
0.0030548 0.31581
0.0029647 0.32547
0.0028769 0.3353
0.0027889 0.34533
0.0026969 0.35553
0.0025965 0.36593
0.002494 0.37651
0.0023988 0.3873
0.0023078 0.39828
0.0022156 0.40946
0.0021204 0.42084
0.002023 0.43243
0.0019281 0.44423
0.0018396 0.45625
0.0017516 0.46848
0.0016568 0.48093
0.0015563 0.49361
0.0014539 0.50651
0.0013514 0.51964
0.0012442 0.53301
0.0011315 0.54661
0.0010293 0.56045
0.00094483 0.57453
0.00086523 0.58886
0.00078011 0.60344
0.0006941 0.61827
0.00061149 0.63336
0.00053389 0.64871
0.00046347 0.66433
0.00040076 0.6802
0.00034544 0.69635
0.0002969 0.71278
0.00025343 0.72948
0.00021454 0.74646
0.00018052 0.76372
0.00015122 0.78128
0.0001278 0.79912
0.00010857 0.81726
9.1684e-05 0.83569
7.7542e-05 0.85442
6.7666e-05 0.87346
6.1134e-05 0.89281
5.5372e-05 0.91247
4.97e-05 0.93244
4.4164e-05 0.95272
3.8798e-05 0.97333
3.3225e-05 0.99426
2.6858e-05 1.0155
2.1115e-05 1.0371
1.7548e-05 1.059
1.5579e-05 1.0813
1.4074e-05 1.1039
1.2462e-05 1.1268
1.0846e-05 1.1501
9.542e-06 1.1737
8.614e-06 1.1977
7.9275e-06 1.222
7.3572e-06 1.2467
6.8855e-06 1.2717
6.4875e-06 1.2971
6.1068e-06 1.3229
5.7213e-06 1.349
5.3398e-06 1.3755
4.9835e-06 1.4023
4.6737e-06 1.4295
4.4221e-06 1.4571
4.228e-06 1.4851
4.0794e-06 1.5134
3.9591e-06 1.5421
3.8507e-06 1.5712
3.7444e-06 1.6007
3.6383e-06 1.6305
3.5329e-06 1.6607
3.4289e-06 1.6913
3.329e-06 1.7223
3.2376e-06 1.7537
3.1595e-06 1.7854
3.1003e-06 1.8176
3.0616e-06 1.8501
3.0375e-06 1.883
3.016e-06 1.9162
2.9833e-06 1.9499
2.9339e-06 1.9839
2.8766e-06 2.0183
2.8252e-06 2.0531
2.7859e-06 2.0882
2.7511e-06 2.1238
2.7007e-06 2.1597
2.6144e-06 2.1959
2.4886e-06 2.2326
2.3435e-06 2.2696
2.2106e-06 2.307
2.1096e-06 2.3447
2.0378e-06 2.3828
1.9824e-06 2.4212
1.9355e-06 2.46
1.8925e-06 2.4991
1.8458e-06 2.5386
1.7901e-06 2.5785
1.728e-06 2.6186
1.6698e-06 2.6591
1.6269e-06 2.6999
1.6029e-06 2.7411
1.5897e-06 2.7825
1.5733e-06 2.8243
1.5397e-06 2.8663
1.4825e-06 2.9087
1.4101e-06 2.9514
1.3407e-06 2.9943
1.288e-06 3.0376
1.2546e-06 3.0811
1.2331e-06 3.1248
1.2122e-06 3.1689
1.1859e-06 3.2131
1.1556e-06 3.2577
1.1258e-06 3.3025
1.1009e-06 3.3475
1.0816e-06 3.3927
1.0661e-06 3.4381
1.0554e-06 3.4838
1.0506e-06 3.5296
1.0453e-06 3.5756
1.0283e-06 3.6219
9.971e-07 3.6682
9.5872e-07 3.7148
9.2316e-07 3.7615
8.9909e-07 3.8083
8.8843e-07 3.8553
8.8842e-07 3.9024
8.9856e-07 3.9497
9.1812e-07 3.997
9.3957e-07 4.0444
9.5524e-07 4.0919
9.6377e-07 4.1395
9.6523e-07 4.1872
9.5727e-07 4.2349
9.4022e-07 4.2826
9.1969e-07 4.3304
9.0498e-07 4.3782
9.0793e-07 4.4261
