%#DataThief /Users/bolson/Desktop/Picture 3.png Thursday 9-Jun-2011 1:05:56 PM
5.26e-3, 1.36e-7
5.31e-3, 1.36e-7
5.37e-3, 1.36e-7
5.42e-3, 1.36e-7
5.47e-3, 1.36e-7
5.52e-3, 1.36e-7
5.58e-3, 1.36e-7
5.63e-3, 1.36e-7
5.69e-3, 1.36e-7
5.74e-3, 1.36e-7
5.8e-3, 1.36e-7
5.85e-3, 1.36e-7
5.91e-3, 1.36e-7
5.97e-3, 1.36e-7
6.03e-3, 1.36e-7
6.08e-3, 1.36e-7
6.14e-3, 1.36e-7
6.2e-3, 1.36e-7
6.26e-3, 1.36e-7
6.32e-3, 1.36e-7
6.39e-3, 1.36e-7
6.45e-3, 1.36e-7
6.51e-3, 1.36e-7
6.57e-3, 1.36e-7
6.64e-3, 1.36e-7
6.7e-3, 1.36e-7
6.77e-3, 1.36e-7
6.83e-3, 1.36e-7
6.9e-3, 1.36e-7
6.97e-3, 1.37e-7
7.03e-3, 1.37e-7
7.1e-3, 1.37e-7
7.17e-3, 1.37e-7
7.24e-3, 1.37e-7
7.31e-3, 1.37e-7
7.38e-3, 1.37e-7
7.45e-3, 1.37e-7
7.53e-3, 1.37e-7
7.6e-3, 1.37e-7
7.67e-3, 1.37e-7
7.75e-3, 1.37e-7
7.82e-3, 1.37e-7
7.9e-3, 1.37e-7
7.98e-3, 1.33e-7
8.05e-3, 1.33e-7
8.13e-3, 1.33e-7
8.21e-3, 1.33e-7
8.29e-3, 1.33e-7
8.37e-3, 1.33e-7
8.45e-3, 1.33e-7
8.53e-3, 1.33e-7
8.62e-3, 1.33e-7
8.7e-3, 1.33e-7
8.78e-3, 1.33e-7
8.87e-3, 1.33e-7
8.96e-3, 1.33e-7
9.04e-3, 1.33e-7
9.13e-3, 1.33e-7
9.22e-3, 1.33e-7
9.31e-3, 1.33e-7
9.4e-3, 1.3e-7
9.49e-3, 1.3e-7
9.58e-3, 1.3e-7
9.68e-3, 1.26e-7
9.77e-3, 1.26e-7
9.86e-3, 1.26e-7
9.96e-3, 1.23e-7
1.01e-2, 1.23e-7
1.02e-2, 1.23e-7
1.03e-2, 1.23e-7
1.04e-2, 1.2e-7
1.05e-2, 1.2e-7
1.06e-2, 1.17e-7
1.07e-2, 1.17e-7
1.08e-2, 1.17e-7
1.08e-2, 1.14e-7
1.09e-2, 1.14e-7
1.1e-2, 1.14e-7
1.11e-2, 1.14e-7
1.12e-2, 1.11e-7
1.13e-2, 1.11e-7
1.14e-2, 1.11e-7
1.15e-2, 1.11e-7
1.16e-2, 1.08e-7
1.17e-2, 1.08e-7
1.19e-2, 1.08e-7
1.2e-2, 1.08e-7
1.21e-2, 1.05e-7
1.22e-2, 1.05e-7
1.23e-2, 1.05e-7
1.24e-2, 1.02e-7
1.26e-2, 1.02e-7
1.27e-2, 1.02e-7
1.28e-2, 1.02e-7
1.29e-2, 1.02e-7
1.31e-2, 1.02e-7
1.32e-2, 9.94e-8
1.33e-2, 9.94e-8
1.34e-2, 9.95e-8
1.36e-2, 9.95e-8
1.37e-2, 9.95e-8
1.38e-2, 9.95e-8
1.4e-2, 9.69e-8
1.41e-2, 9.69e-8
1.42e-2, 9.69e-8
1.44e-2, 9.69e-8
1.45e-2, 9.69e-8
1.47e-2, 9.69e-8
1.48e-2, 9.69e-8
1.49e-2, 9.69e-8
1.51e-2, 9.69e-8
1.52e-2, 9.69e-8
1.54e-2, 9.44e-8
1.55e-2, 9.44e-8
1.57e-2, 9.44e-8
1.58e-2, 9.44e-8
1.6e-2, 9.19e-8
1.62e-2, 9.19e-8
1.63e-2, 9.19e-8
1.65e-2, 9.19e-8
1.66e-2, 8.95e-8
1.68e-2, 8.95e-8
1.7e-2, 8.95e-8
1.7e-2, 8.71e-8
1.71e-2, 8.71e-8
1.73e-2, 8.71e-8
1.74e-2, 8.72e-8
1.76e-2, 8.72e-8
1.78e-2, 8.72e-8
1.8e-2, 8.49e-8
1.8e-2, 8.26e-8
1.8e-2, 8.04e-8
1.81e-2, 7.83e-8
1.83e-2, 7.83e-8
1.85e-2, 7.62e-8
1.87e-2, 7.42e-8
1.89e-2, 7.42e-8
1.9e-2, 7.42e-8
1.92e-2, 7.23e-8
1.94e-2, 7.23e-8
1.96e-2, 7.04e-8
1.98e-2, 6.85e-8
2.0e-2, 6.85e-8
2.02e-2, 6.67e-8
2.04e-2, 6.67e-8
2.06e-2, 6.49e-8
2.08e-2, 6.5e-8
2.08e-2, 6.32e-8
2.1e-2, 6.32e-8
2.12e-2, 6.16e-8
2.14e-2, 6.16e-8
2.14e-2, 5.99e-8
2.16e-2, 5.99e-8
2.18e-2, 5.84e-8
2.2e-2, 5.84e-8
2.22e-2, 5.84e-8
2.24e-2, 5.84e-8
2.27e-2, 5.68e-8
2.29e-2, 5.68e-8
2.31e-2, 5.53e-8
2.33e-2, 5.53e-8
2.35e-2, 5.53e-8
2.38e-2, 5.39e-8
2.4e-2, 5.39e-8
2.42e-2, 5.39e-8
2.45e-2, 5.25e-8
2.47e-2, 5.25e-8
2.5e-2, 5.25e-8
2.52e-2, 5.25e-8
2.54e-2, 5.25e-8
2.57e-2, 5.25e-8
2.59e-2, 5.25e-8
2.62e-2, 5.25e-8
2.64e-2, 5.25e-8
2.67e-2, 5.25e-8
2.7e-2, 5.25e-8
2.72e-2, 5.25e-8
2.75e-2, 5.25e-8
2.78e-2, 5.25e-8
2.8e-2, 5.25e-8
2.83e-2, 5.4e-8
2.86e-2, 5.4e-8
2.88e-2, 5.4e-8
2.91e-2, 5.4e-8
2.94e-2, 5.4e-8
2.97e-2, 5.4e-8
3.0e-2, 5.26e-8
3.03e-2, 5.26e-8
3.06e-2, 5.26e-8
3.09e-2, 5.12e-8
3.12e-2, 4.98e-8
3.15e-2, 4.85e-8
3.18e-2, 4.72e-8
3.18e-2, 4.6e-8
3.21e-2, 4.6e-8
3.24e-2, 4.6e-8
3.27e-2, 4.6e-8
3.3e-2, 4.6e-8
3.34e-2, 4.6e-8
3.37e-2, 4.6e-8
3.4e-2, 4.6e-8
3.43e-2, 4.6e-8
3.47e-2, 4.73e-8
3.5e-2, 4.73e-8
3.53e-2, 4.73e-8
3.57e-2, 4.73e-8
3.6e-2, 4.73e-8
3.64e-2, 4.73e-8
3.67e-2, 4.73e-8
3.71e-2, 4.73e-8
3.75e-2, 4.73e-8
3.78e-2, 4.6e-8
3.82e-2, 4.48e-8
3.86e-2, 4.36e-8
3.89e-2, 4.25e-8
3.93e-2, 4.14e-8
