%#  Table of separated region length scales
%#  \delta is 50% of core flow velocity
%#  1     : Viz dump
%#  2-3   : \delta_{top}, \delta_{bottom}
750	1.26	-.838
775 	1.21	-.833
800	1.14	-.819
825	1.125	-.717
850	1.15	-.62
875	1.21	-.466
900	1.30	-.445
925	1.31	-.414
950	1.31	-.422
975	1.4	-.445
1000	1.4	-.5384
1025	1.4	-.705
1050	1.4	-.717
1075	1.4	-.759
1100	1.35	-.7797
1125	1.31	-.838
1150	1.28	-.868
1175	1.26	-.813
1200	1.21	-.780
